supervisor_id,supervisor_name,paper_id,title,abstract,year
s6,Peter Bentley,5O519TYAAAAJ:nOiSByfp82kC,Automated real-world sustainability data generation from images of buildings,"When data on features of buildings is unavailable, the task of determining how to improve those buildings in terms of carbon emissions becomes infeasible. We show that from only a set of images, a Large Language Model with appropriate prompt engineering and domain knowledge can successfully estimate a range of building features relevant for sustainability calculations. We compare our novel image-to-data method with a ground truth comprising real building data for 47 apartments and achieve accuracy better than a human performing the same task. We also demonstrate that the method can generate tailored recommendations to the owner on how best to improve their properties and discuss methods to scale the approach.",2024,https://scholar.google.com/citations?user=5O519TYAAAAJ&hl=en&oi=ao,scholar_url
s6,Peter Bentley,5O519TYAAAAJ:It0W0vAlS5QC,From evolutionary ecosystem simulations to computational models of human behavior,"We have a wide breadth of computational tools available today that enable a more ethical approach to the study of human cognition and behavior. We argue that the use of computer models to study evolving ecosystems provides a rich source of inspiration, as they enable the study of complex systems that change over time. Often employing a combination of genetic algorithms and agent‐based models, these methods span theoretical approaches from games to complexification, nature‐inspired methods from studies of self‐replication to the evolution of eyes, and evolutionary ecosystems of humans, from entire economies to the effects of personalities in teamwork. The review of works provided here illustrates the power of evolutionary ecosystem simulations and how they enable new insights for researchers. They also demonstrate a novel methodology of hypothesis exploration: building a computational model that …",2022,https://scholar.google.com/citations?user=5O519TYAAAAJ&hl=en&oi=ao,scholar_url
s6,Peter Bentley,5O519TYAAAAJ:nU66GSXDKhoC,SCAPE: Searching conceptual architecture prompts using evolution,"Conceptual architecture involves a highly creative exploration of novel ideas, often taken from other disciplines as architects consider radical new forms, materials, textures and colors for buildings. While today's generative AI systems can produce remarkable results, they lack the creativity demonstrated for decades by evolutionary algorithms. SCAPE, our proposed tool, combines evolutionary search with generative AI, enabling users to explore creative and good quality designs inspired by their initial input through a simple point and click interface. SCAPE injects randomness into generative AI, and enables memory, making use of the built-in language skills of GPT -4 to vary prompts via text-based mutation and crossover. We demonstrate that compared to DALL. E 3, SCAPE enables a 67% improvement in image novelty, plus improvements in quality and effectiveness of use; we show that in just three iterations …",2024,https://scholar.google.com/citations?user=5O519TYAAAAJ&hl=en&oi=ao,scholar_url
s6,Peter Bentley,5O519TYAAAAJ:_IsBomjs8bsC,Development necessitates evolutionarily conserved factors,"Early-stage generalised transcription factors in biological development are often evolutionarily conserved across species. Here, we find for the first time that similar factors functionally emerge in an alternative medium of development. Through comprehensively analysing a Neural Cellular Automata (NCA) model of morphogenesis, we find multiple properties of the hidden units that are functionally analogous to early factors in biological development. We test the generalisation abilities of our model through transfer learning of other morphologies and find that developmental strategies learnt by the model are reused to grow new body forms by conserving its early generalised factors. Our paper therefore provides evidence that nature did not become locked into one arbitrary method of developing multicellular organisms: the use of early generalised factors as fundamental control mechanisms and the resulting necessity …",2025,https://scholar.google.com/citations?user=5O519TYAAAAJ&hl=en&oi=ao,scholar_url
s6,Peter Bentley,5O519TYAAAAJ:GtqhT-R7ZnwC,Address-specific sustainable accommodation choice through real-world data integration,"Consumers wish to choose sustainable accommodation for their travels, and in the case of corporations, may be required to do so. Yet accommodation marketplaces provide no meaningful capability for sustainable choice: typically CO2 estimates are provided that are identical for all accommodation of the same type across an entire country. We propose a decision support system that enables real choice of sustainable accommodation. We develop a data-driven address-specific metric called EcoGrade, which integrates government approved datasets and uses interpolation where data is sparse. We validate the metric on 10,000 UK addresses in 10 cities, showing the match of our interpolations to reality is statistically significant. We show how the metric has been embedded into a decision support system for a global accommodation marketplace and tested by real users over several months with positive user …",2024,https://scholar.google.com/citations?user=5O519TYAAAAJ&hl=en&oi=ao,scholar_url
s6,Peter Bentley,5O519TYAAAAJ:XtJa11BXPS4C,The “agent-based modeling for human behavior” special issue,"If human societies are so complex, then how can we hope to understand them? Artificial Life gives us one answer. The field of Artificial Life comprises a diverse set of introspective studies that largely ask the same questions, albeit from many different perspectives: Why are we here? Who are we? Why do we behave as we do? Starting with the origins of life provides us with fascinating answers to some of these questions. However, some researchers choose to bring their studies closer to the present day. We are, after all, human. It has been a few billion years since our ancestors were self-replicating molecules. Thus more direct studies of ourselves and our human societies can reveal truths that may lead to practical knowledge.The articles in this special issue bring together scientists who choose to perform this kind of research. Expanded from submissions to our annual Agent-Based Modelling of Human Behaviour …",2023,https://scholar.google.com/citations?user=5O519TYAAAAJ&hl=en&oi=ao,scholar_url
s6,Peter Bentley,5O519TYAAAAJ:ehoypfNsBj8C,Situating AI Agents in their World: Aspective Agentic AI for Dynamic Partially Observable Information Systems,"Agentic LLM AI agents are often little more than autonomous chatbots: actors following scripts, often controlled by an unreliable director. This work introduces a bottom-up framework that situates AI agents in their environment, with all behaviors triggered by changes in their environments. It introduces the notion of aspects, similar to the idea of umwelt, where sets of agents perceive their environment differently to each other, enabling clearer control of information. We provide an illustrative implementation and show that compared to a typical architecture, which leaks up to 83% of the time, aspective agentic AI enables zero information leakage. We anticipate that this concept of specialist agents working efficiently in their own information niches can provide improvements to both security and efficiency.",2025,https://scholar.google.com/citations?user=5O519TYAAAAJ&hl=en&oi=ao,scholar_url
s6,Peter Bentley,5O519TYAAAAJ:J4E9jCG1tHUC,Development necessitates homeodomain factors,"Homeodomain factors are known to play important roles throughout biological development, yet it remains unknown whether the requirements of development necessitate homeodomain factors. Here, we find for the first time that homeodomain factors will functionally emerge in an alternative medium of development. Through comprehensively analysing a Neural Cellular Automata (NCA) model of morphogenesis, we find multiple properties of the hidden units that are functionally analogous to homeodomain factors in biological development. Firstly, the hidden units of our model display activity patterns similar to homeodomain factors during development. Secondly, we test the generalisation abilities of our model through transfer learning of other morphologies and find that developmental strategies learnt by the model are reused to grow new body forms, in the same way evolution reuses developmental processes to grow organisms of different morphologies. Our paper therefore shows that the principles of a homeodomain may be fundamental to development, regardless of the details of how development is being implemented.",2024,https://scholar.google.com/citations?user=5O519TYAAAAJ&hl=en&oi=ao,scholar_url
s6,Peter Bentley,5O519TYAAAAJ:uoRD4RTSUPoC,CLEAR: Cue Learning using Evolution for Accurate Recognition Applied to Sustainability Data Extraction,"Large Language Model (LLM) image recognition is a powerful tool for extracting data from images, but accuracy depends on providing sufficient cues in the prompt - requiring a domain expert for specialized tasks. We introduce Cue Learning using Evolution for Accurate Recognition (CLEAR), which uses a combination of LLMs and evolutionary computation to generate and optimize cues such that recognition of specialized features in images is improved. It achieves this by auto-generating a novel domain-specific representation and then using it to optimize suitable textual cues with a genetic algorithm. We apply CLEAR to the real-world task of identifying sustainability data from interior and exterior images of buildings. We investigate the effects of using a variable-length representation compared to fixed-length and show how LLM consistency can be improved by refactoring from categorical to real-valued estimates …",2025,https://scholar.google.com/citations?user=5O519TYAAAAJ&hl=en&oi=ao,scholar_url
s6,Peter Bentley,5O519TYAAAAJ:urP0JZOBBUsC,Reviewers of Volume 29,Reviewers of Volume 29 Page 1 Reviewers of Volume 29 Takaya Arita Martina Bacaro Chloe  Barnes Peter J. Bentley Will Browne Seth Bullock Paco Calvo Nicolas Cambier Felipe Campelo  Keeley Crockett Paul Dumouchel Lukas Esterle Erik Frederiks Ketika Garg Jerzy Gorecki  Wim Hordijk Takashi Ikegami Wander Jager Marco Janssen Genaro Juarez Martinez Stefan  Kambiz Behfar Takeshi Kano Asif Khan Hagen Lehmann Peter Lewis Alexander V. Mantzaris  Stephen Marsh Christian Müller-Schloer Ece C. Mutlu Yair Neuman Evangelos Pournaras  Simon Powers Dragos Radu Amirarsalan Rajabi Sebastian Risi Juan C. Rocha Christopher  Rose Tianqi Song Pietro Speroni Andreas Spitz Pasquale Stano Walter Stechele Nathaniel  Virgo Sebastian von Mammen Ning Wang Edward Weinberger Meike Will Olaf Witkowski  Charley Wu Hector Zenil © 2023 Massachusetts Institute of Technology Artificial Life 29: 512 (…,2023,https://scholar.google.com/citations?user=5O519TYAAAAJ&hl=en&oi=ao,scholar_url
s7,Edina Rosta,_YRRIxsAAAAJ:9ZlFYXVOiuMC,Advances in molecular quantum chemistry contained in the Q-Chem 4 program package,,2015,https://scholar.google.com/citations?user=_YRRIxsAAAAJ&hl=en&oi=ao,scholar_url
s7,Edina Rosta,_YRRIxsAAAAJ:u5HHmVD_uO8C,Advances in methods and algorithms in a modern quantum chemistry program package,,2006,https://scholar.google.com/citations?user=_YRRIxsAAAAJ&hl=en&oi=ao,scholar_url
s7,Edina Rosta,_YRRIxsAAAAJ:Z610oKUqOA4C,Single-molecule strong coupling at room temperature in plasmonic nanocavities,,2016,https://scholar.google.com/citations?user=_YRRIxsAAAAJ&hl=en&oi=ao,scholar_url
s7,Edina Rosta,_YRRIxsAAAAJ:9yKSN-GCB0IC,On the mechanism of hydrolysis of phosphate monoesters dianions in solutions and proteins,,2006,https://scholar.google.com/citations?user=_YRRIxsAAAAJ&hl=en&oi=ao,scholar_url
s7,Edina Rosta,_YRRIxsAAAAJ:LkGwnXOMwfcC,Catalytic mechanism of RNA backbone cleavage by ribonuclease H from quantum mechanics/molecular mechanics simulations,,2011,https://scholar.google.com/citations?user=_YRRIxsAAAAJ&hl=en&oi=ao,scholar_url
s7,Edina Rosta,_YRRIxsAAAAJ:yY8dUDjMDt8C,Dynamic regulation of RAS and RAS signaling,"RAS proteins regulate most aspects of cellular physiology. They are mutated in 30% of human cancers and 4% of developmental disorders termed Rasopathies. They cycle between active GTP-bound and inactive GDP-bound states. When active, they can interact with a wide range of effectors that control fundamental biochemical and biological processes. Emerging evidence suggests that RAS proteins are not simple on/off switches but sophisticated information processing devices that compute cell fate decisions by integrating external and internal cues. A critical component of this compute function is the dynamic regulation of RAS activation and downstream signaling that allows RAS to produce a rich and nuanced spectrum of biological outputs. We discuss recent findings how the dynamics of RAS and its downstream signaling is regulated. Starting from the structural and biochemical properties of wild-type and …",2023,https://scholar.google.com/citations?user=_YRRIxsAAAAJ&hl=en&oi=ao,scholar_url
s7,Edina Rosta,_YRRIxsAAAAJ:3Jzcn9274UAC,The need to implement FAIR principles in biomolecular simulations,"In the Big Data era, a change of paradigm in the use of molecular dynamics is required. Trajectories should be stored under FAIR (findable, accessible, interoperable and reusable) requirements to favor its reuse by the community under an open science paradigm.",2025,https://scholar.google.com/citations?user=_YRRIxsAAAAJ&hl=en&oi=ao,scholar_url
s7,Edina Rosta,_YRRIxsAAAAJ:dpaHy1TF288C,Optical suppression of energy barriers in single molecule-metal binding,"Transient bonds between molecules and metal surfaces underpin catalysis, bio/molecular sensing, molecular electronics, and electrochemistry. Techniques aiming to characterize these bonds often yield conflicting conclusions, while single-molecule probes are scarce. A promising prospect confines light inside metal nanogaps to elicit in operando vibrational signatures through surface-enhanced Raman scattering. Here, we show through analysis of more than a million spectra that light irradiation of only a few microwatts on molecules at gold facets is sufficient to overcome the metallic bonds between individual gold atoms and pull them out to form coordination complexes. Depending on the molecule, these light-extracted adatoms persist for minutes under ambient conditions. Tracking their power-dependent formation and decay suggests that tightly trapped light transiently reduces energy barriers at the metal …",2022,https://scholar.google.com/citations?user=_YRRIxsAAAAJ&hl=en&oi=ao,scholar_url
s7,Edina Rosta,_YRRIxsAAAAJ:E8M3ZPqbjf0C,Strong structuring arising from weak cooperative OH··· π and CH··· O hydrogen bonding in benzene-methanol solution,"Weak hydrogen bonds, such as O-H···π and C-H···O, are thought to direct biochemical assembly, molecular recognition, and chemical selectivity but are seldom observed in solution. We have used neutron diffraction combined with H/D isotopic substitution to obtain a detailed spatial and orientational picture of the structure of benzene-methanol mixtures. Our analysis reveals that methanol fully solvates and surrounds each benzene molecule. The expected O-H···π interaction is highly localised and directional, with the methanol hydroxyl bond aligned normal to the aromatic plane and the hydrogen at a distance of 2.30 Å from the ring centroid. Simultaneously, the tendency of methanol to form chain and cyclic motifs in the bulk liquid is manifest in a highly templated solvation structure in the plane of the ring. The methanol molecules surround the benzene so that the O-H bonds are coplanar with the aromatic ring …",2023,https://scholar.google.com/citations?user=_YRRIxsAAAAJ&hl=en&oi=ao,scholar_url
s7,Edina Rosta,_YRRIxsAAAAJ:-fj4grS0xi0C,Combined free-energy calculation and machine learning methods for understanding ligand unbinding kinetics,"The determination of drug residence times, which define the time an inhibitor is in complex with its target, is a fundamental part of the drug discovery process. Synthesis and experimental measurements of kinetic rate constants are, however, expensive and time consuming. In this work, we aimed to obtain drug residence times computationally. Furthermore, we propose a novel algorithm to identify molecular design objectives based on ligand unbinding kinetics. We designed an enhanced sampling technique to accurately predict the free-energy profiles of the ligand unbinding process, focusing on the free-energy barrier for unbinding. Our method first identifies unbinding paths determining a corresponding set of internal coordinates (ICs) that form contacts between the protein and the ligand; it then iteratively updates these interactions during a series of biased molecular dynamics (MD) simulations to reveal the ICs …",2022,https://scholar.google.com/citations?user=_YRRIxsAAAAJ&hl=en&oi=ao,scholar_url
s7,Edina Rosta,_YRRIxsAAAAJ:M0jDNLgoRFEC,Uncovering low-frequency vibrations in surface-enhanced Raman of organic molecules,"Accessing the terahertz (THz) spectral domain through surface-enhanced Raman spectroscopy (SERS) is challenging and opens up the study of low-frequency molecular and electronic excitations. Compared to direct THz probing of heterogenous ensembles, the extreme plasmonic confinement of visible light to deep sub-wavelength scales allows the study of hundreds or even single molecules. We show that self-assembled molecular monolayers of a set of simple aromatic thiols confined inside single-particle plasmonic nanocavities can be distinguished by their low-wavenumber spectral peaks below 200 cm−1, after removal of a bosonic inelastic contribution and an exponential background from the spectrum. Developing environment-dependent density-functional-theory simulations of the metal-molecule configuration enables the assignment and classification of their THz vibrations as well as the identification …",2024,https://scholar.google.com/citations?user=_YRRIxsAAAAJ&hl=en&oi=ao,scholar_url
s7,Edina Rosta,_YRRIxsAAAAJ:afsF9h1fxg0C,Collective mid-infrared vibrations in surface-enhanced Raman scattering,"Surface-enhanced Raman scattering (SERS) is typically assumed to occur at individual molecules neglecting intermolecular vibrational coupling. Here, we show instead how collective vibrations from infrared (IR) coupled dipoles are seen in SERS from molecular monolayers. Mixing IR-active molecules with IR-inactive spacer molecules controls the intermolecular separation. Intermolecular coupling leads to vibrational frequency upshifts up to 8 cm–1, tuning with the mixing fraction and IR dipole strength, in excellent agreement with microscopic models and density functional theory. These cooperative frequency shifts can be used as a ruler to measure intermolecular distance and disorder with angstrom resolution. We demonstrate this for photochemical reactions of 4-nitrothiophenol, which depletes the number of neighboring IR-active molecules and breaks the collective vibration, enabling direct tracking of the …",2022,https://scholar.google.com/citations?user=_YRRIxsAAAAJ&hl=en&oi=ao,scholar_url
s7,Edina Rosta,_YRRIxsAAAAJ:WIVIxizkzXoC,In-Situ Spectro-Electrochemistry of Conductive Polymers Using Plasmonics to Reveal Doping Mechanisms,"Conducting polymers are a key component for developing wearable organic electronics, but tracking their redox processes at the nanoscale to understand their doping mechanism remains challenging. Here we present an in-situ spectro-electrochemical technique to observe redox dynamics of conductive polymers in an extremely localized volume (<100 nm3). Plasmonic nanoparticles encapsulated by thin shells of different conductive polymers provide actively tuned scattering color through switching their refractive index. Surface-enhanced Raman scattering in combination with cyclic voltammetry enables detailed studies of the redox/doping process. Our data intriguingly show that the doping mechanism varies with polymer conductivity: a disproportionation mechanism dominates in more conductive polymers, while sequential electron transfer prevails in less conductive polymers.",2022,https://scholar.google.com/citations?user=_YRRIxsAAAAJ&hl=en&oi=ao,scholar_url
s7,Edina Rosta,_YRRIxsAAAAJ:aXQ7jtEqGowC,Mechanism-based redesign of GAP to activate oncogenic Ras,"Ras GTPases play a crucial role in cell signaling pathways. Mutations of the Ras gene occur in about one third of cancerous cell lines and are often associated with detrimental clinical prognosis. Hot spot residues Gly12, Gly13, and Gln61 cover 97% of oncogenic mutations, which impair the enzymatic activity in Ras. Using QM/MM free energy calculations, we present a two-step mechanism for the GTP hydrolysis catalyzed by the wild-type Ras.GAP complex. We found that the deprotonation of the catalytic water takes place via the Gln61 as a transient Brønsted base. We also determined the reaction profiles for key oncogenic Ras mutants G12D and G12C using QM/MM minimizations, matching the experimentally observed loss of catalytic activity, thereby validating our reaction mechanism. Using the optimized reaction paths, we devised a fast and accurate procedure to design GAP mutants that activate G12D Ras …",2023,https://scholar.google.com/citations?user=_YRRIxsAAAAJ&hl=en&oi=ao,scholar_url
s7,Edina Rosta,_YRRIxsAAAAJ:EwQYaEtUpKwC,Cache challenge# 2: targeting the RNA site of the SARS-CoV-2 helicase Nsp13,"A critical assessment of computational hit-finding experiments (CACHE) challenge was conducted to predict ligands for the SARS-CoV-2 Nsp13 helicase RNA binding site, a highly conserved COVID-19 target. Twenty-three participating teams comprised of computational chemists and data scientists used protein structure and data from fragment-screening paired with advanced computational and machine learning methods to each predict up to 100 inhibitory ligands. Across all teams, 1957 compounds were predicted and were subsequently procured from commercial catalogs for biophysical assays. Of these compounds, 0.7% were confirmed to bind to Nsp13 in a surface plasmon resonance assay. The six best-performing computational workflows used fragment growing, active learning, or conventional virtual screening with and without complementary deep-learning scoring functions. Follow-up functional assays …",2025,https://scholar.google.com/citations?user=_YRRIxsAAAAJ&hl=en&oi=ao,scholar_url
s7,Edina Rosta,_YRRIxsAAAAJ:AdUz3-SiDfgC,SERS sensing of dopamine with Fe (III)‐sensitized nanogaps in recleanable AuNP monolayer films,"Sensing of neurotransmitters (NTs) down to nm concentrations is demonstrated by utilizing self‐assembled monolayers of plasmonic 60 nm Au nanoparticles in close‐packed arrays immobilized onto glass substrates. Multiplicative surface‐enhanced Raman spectroscopy enhancements are achieved by integrating Fe(III) sensitizers into the precisely‐defined <1 nm nanogaps, to target dopamine (DA) sensing. The transparent glass substrates allow for efficient access from both sides of the monolayer aggregate films by fluid and light, allowing repeated sensing in different analytes. Repeated reusability after analyte sensing is shown through oxygen plasma cleaning protocols, which restore pristine conditions for the nanogaps. Examining binding competition in multiplexed sensing of two catecholamine NTs, DA and epinephrine, reveals their bidentate binding and their interactions. These systems are promising for …",2023,https://scholar.google.com/citations?user=_YRRIxsAAAAJ&hl=en&oi=ao,scholar_url
s7,Edina Rosta,_YRRIxsAAAAJ:84Dmd_oSKgsC,Molecular vibration explorer: An online database and toolbox for surface-enhanced frequency conversion and infrared and Raman spectroscopy,"We present Molecular Vibration Explorer, a freely accessible online database and interactive tool for exploring vibrational spectra and tensorial light-vibration coupling strengths of a large collection of thiolated molecules. The “Gold” version of the database gathers the results from density functional theory calculations on 2800 commercially available thiol compounds linked to a gold atom, with the main motivation to screen the best molecules for THz and mid-infrared to visible upconversion. Additionally, the “Thiol” version of the database contains results for 1900 unbound thiolated compounds. They both provide access to a comprehensive set of computed spectroscopic parameters for all vibrational modes of all molecules in the database. The user can simultaneously investigate infrared absorption, Raman scattering, and vibrational sum- and difference-frequency generation cross sections. Molecules can be …",2022,https://scholar.google.com/citations?user=_YRRIxsAAAAJ&hl=en&oi=ao,scholar_url
s7,Edina Rosta,_YRRIxsAAAAJ:QppYajJO_VYC,Investigating the Unbinding of Muscarinic Antagonists from the Muscarinic 3 Receptor.,,2023,https://scholar.google.com/citations?user=_YRRIxsAAAAJ&hl=en&oi=ao,scholar_url
s7,Edina Rosta,_YRRIxsAAAAJ:ZLdq17c_vQkC,Quantifying cooperativity through binding free energies in molecular glue degraders,"Molecular glues represent a novel therapeutic modality facilitating the stabilization of protein–protein interactions (PPIs), thus enabling the targeting of previously “undruggable” proteins. We develop a computational procedure to screen for molecular glues using a pathway-independent free energy calculation method for accurately assessing the cooperativity. We employ a combined ligand and protein free energy perturbation (FEP) method to calculate the cooperative effect of a ligand for ternary binding. We study the cooperative binding mechanisms of molecular glue degraders, specifically cereblon (CRBN) modulators targeting Ikaros family zinc finger 2 (IKZF2), a transcription factor implicated in cancer immunotherapy. We present a comprehensive computational protocol for screening large molecular libraries to identify potent molecular glues. By leveraging cooperative binding principles in ternary complex …",2025,https://scholar.google.com/citations?user=_YRRIxsAAAAJ&hl=en&oi=ao,scholar_url
s7,Edina Rosta,_YRRIxsAAAAJ:N4e_798Z1OgC,Kemeny constant-based optimization of network clustering using graph neural networks,"The recent trend in using network and graph structures to represent a variety of different data types has renewed interest in the graph partitioning (GP) problem. This interest stems from the need for general methods that can both efficiently identify network communities and reduce the dimensionality of large graphs while satisfying various application-specific criteria. Traditional clustering algorithms often struggle to capture the complex relationships within graphs and generalize to arbitrary clustering criteria. The emergence of graph neural networks (GNNs) as a powerful framework for learning representations of graph data provides new approaches to solving the problem. Previous work has shown GNNs to be capable of proposing partitionings using a variety of criteria. However, these approaches have not yet been extended to Markov chains or kinetic networks. These arise frequently in the study of molecular …",2024,https://scholar.google.com/citations?user=_YRRIxsAAAAJ&hl=en&oi=ao,scholar_url
s7,Edina Rosta,_YRRIxsAAAAJ:vCSeWdjOjw8C,Reaction Mechanism and Metal Selectivity of Human SAMHD1 Elucidated by QM/MM Calculations,"2′-Deoxynucleoside-5′-triphosphate triphosphohydrolases (dNTPases) constitute a crucial enzyme family that plays a pivotal role in antiviral innate immunity. Among these enzymes, human SAMHD1 has emerged as a dNTPase with distinct catalytic properties and active-site architecture. This metalloenzyme regulates cellular dNTP concentration through its ability to hydrolyze all four canonical dNTPs into their corresponding 2′-deoxynucleosides and inorganic triphosphates, a reaction requiring coordinated iron and magnesium ions for enzymatic activity. In the present work, molecular dynamics (MD) simulations and quantum mechanics/molecular mechanics (QM/MM) calculations are employed to investigate the mechanistic details of dATP hydrolysis mediated by two metal ions. Starting from the resolved crystal structure, Model-1, containing a Fe2+ in the active site, was constructed. Our calculations …",2025,https://scholar.google.com/citations?user=_YRRIxsAAAAJ&hl=en&oi=ao,scholar_url
s7,Edina Rosta,_YRRIxsAAAAJ:jevOW3VBe2YC,Nature counts to three: Universal Mg-pinch motif polarizes the cleaved bond in NTP-processing enzymes,"Phosphates are essential for all forms of life, playing key roles in DNA/RNA, signaling, energy storage and transfer, and biosynthetic processes. We conducted a quantitative analysis of nucleoside triphosphate (NTP) processing enzymes across all enzymatic reactions, revealing their dominance in phosphate reactivity with ATP as the most prevalent substrate. Two main reaction types occur predominantly: cleavage resulting in (i) pyrophosphate or (ii) phosphate release/transfer. The large majority of NTP processing enzymes require divalent Mg2+ ions in a mechanistically analogous manner. Despite their importance, the precise coordination of metal ions in the catalytically competent active site structure in many NTP processing enzymes remains elusive. We hypothesized that efficient phosphate processing requires specific metal ion coordination, facilitating the catalytic reaction. By examining a vast dataset of …",2025,https://scholar.google.com/citations?user=_YRRIxsAAAAJ&hl=en&oi=ao,scholar_url
s7,Edina Rosta,_YRRIxsAAAAJ:5qu0sgD3nvwC,Classification Pipeline for Galactose Oxidase Variants Based on a Combined Transition State Molecular Dynamics and Machine Learning approach,"In recent years, the field of Deep Learning has progressed to the point where a lot of protein properties, especially the ones related to structure, can be predicted with high accuracy. However, catalytic properties in mutated enzymes remain notoriously difficult to predict, due to the many dimensions of the problem. Proteins for which there is scarce experimental data are particularly difficult to handle. Here we propose a combination of a physics-based approach and machine learning to try to overcome some of the limitations for experimental datasets of small size, which cannot utilize Deep Learning architectures. Galactose Oxidase is a copper oxidoreductase that enables the catalytic oxidation of D-galactose and has been the subject of a lot of research in the field of directed evolution. The wild type enzyme has been engineered to convert primary and secondary alcohols, considerably expanding the scope of the …",2024,https://scholar.google.com/citations?user=_YRRIxsAAAAJ&hl=en&oi=ao,scholar_url
s7,Edina Rosta,_YRRIxsAAAAJ:8VbLR7ExW8oC,Kinetics-Optimized Enhanced Sampling Using Mean First Passage Times,"Molecular dynamics simulations have become essential in many areas of atomistic modelling from drug discovery to materials science. They provide critical atomic-level insights into key dynamical events experiments cannot easily capture. However, their impact often falls short as the timescales of the important processes are inaccessible using standard molecular dynamics. Enhanced sampling methods provided avenues to access such crucial rare events, for example key slow conformational changes of biomolecules. However, the bias in enhanced sampling simulations is rarely optimized, and even if they are, the optimization criteria is based on the thermodynamics or Hamiltonian of the system, but do not directly consider molecular kinetics. Here, we introduce a novel enhanced sampling algorithm that adaptively optimizes the bias based on the kinetics of the system for the first time. We identify the optimal bias that minimizes a key physical observable, the mean first passage time (MFPT) from a starting state to a target state. Our algorithm makes use of the relation between biased and unbiased kinetics obtained from discretized Markov state models (MSMs), as established in the dynamic histogram analysis method (DHAM). We demonstrate the applicability of the method for different 1D and 2D analytical potential-based model examples, NaCl dissociation in explicit water, and phosphate unbinding in Ras GTPase. Our algorithm has excellent performance compared with state-of-art enhanced sampling methods in terms of the timescales required to reach the final state in the benchmarking systems. Our findings provide a novel, kinetics-driven …",2024,https://scholar.google.com/citations?user=_YRRIxsAAAAJ&hl=en&oi=ao,scholar_url
s8,Kris Thielemans,Y1AdYQEAAAAJ:roLk4NBRz8UC,STIR: software for tomographic image reconstruction release 2,,2012,https://scholar.google.com/citations?user=Y1AdYQEAAAAJ&hl=en&oi=ao,scholar_url
s8,Kris Thielemans,Y1AdYQEAAAAJ:wbdj-CoPYUoC,Attenuation correction synthesis for hybrid PET-MR scanners: application to brain studies,,2014,https://scholar.google.com/citations?user=Y1AdYQEAAAAJ&hl=en&oi=ao,scholar_url
s8,Kris Thielemans,Y1AdYQEAAAAJ:u5HHmVD_uO8C,Cognitive deficits and striato-frontal dopamine release in Parkinson's disease,,2008,https://scholar.google.com/citations?user=Y1AdYQEAAAAJ&hl=en&oi=ao,scholar_url
s8,Kris Thielemans,Y1AdYQEAAAAJ:HoB7MX3m0LUC,A mathematica™ package for computing operator product expansions,,1991,https://scholar.google.com/citations?user=Y1AdYQEAAAAJ&hl=en&oi=ao,scholar_url
s8,Kris Thielemans,Y1AdYQEAAAAJ:7wO8s98CvbsC,PARALLELPROJ—an open-source framework for fast calculation of projections in tomography,"In this article, we introduce parallelproj, a novel open-source framework designed for efficient parallel computation of projections in tomography leveraging either multiple CPU cores or GPUs. This framework efficiently implements forward and back projection functions for both sinogram and listmode data, utilizing Joseph’s method, which is further extended to encompass time-of-flight (TOF) PET projections. Our evaluation involves a series of tests focusing on PET image reconstruction using data sourced from a state-of-the-art clinical PET/CT system. We thoroughly benchmark the performance of the projectors in non-TOF and TOF, sinogram, and listmode employing multi CPU-cores, hybrid CPU/GPU, and exclusive GPU mode. Moreover, we also investigate the timing of non-TOF sinogram projections calculated in STIR (Software for Tomographic Image Reconstruction) which recently integrated parallelproj as one of its projection backends. Our results indicate that the exclusive GPU mode provides acceleration factors between 25 and 68 relative to the multi-CPU-core mode. Furthermore, we demonstrate that OSEM listmode reconstruction of state-of-the-art real-world PET data sets is achievable within a few seconds using a single consumer GPU.",2024,https://scholar.google.com/citations?user=Y1AdYQEAAAAJ&hl=en&oi=ao,scholar_url
s8,Kris Thielemans,Y1AdYQEAAAAJ:cK4Rrx0J3m0C,Score-Based Generative Models for PET Image Reconstruction,"Score-based generative models have demonstrated highly promising results for medical image reconstruction tasks in magnetic resonance imaging or computed tomography. However, their application to Positron Emission Tomography (PET) is still largely unexplored. PET image reconstruction involves a variety of challenges, including Poisson noise with high variance and a wide dynamic range. To address these challenges, we propose several PET-specific adaptations of score-based generative models. The proposed framework is developed for both 2D and 3D PET. In addition, we provide an extension to guided reconstruction using magnetic resonance images. We validate the approach through extensive 2D and 3D  experiments with a model trained on patient-realistic data without lesions, and evaluate on data without lesions as well as out-of-distribution data with lesions. This demonstrates the proposed method's robustness and significant potential for improved PET reconstruction.",2023,https://scholar.google.com/citations?user=Y1AdYQEAAAAJ&hl=en&oi=ao,scholar_url
